Species;survey;year;mean_number_pr_haul
Phycis blennoides;SWC-IBTS1;2006;1.131578947
Phycis blennoides;SWC-IBTS1;2007;0.714285714
Phycis blennoides;SWC-IBTS1;2008;0.135135135
Phycis blennoides;SWC-IBTS1;2009;0.764705882
Phycis blennoides;SWC-IBTS1;2010;0.794871795
Phycis blennoides;SWC-IBTS1;2011;3.029411765
Phycis blennoides;SWC-IBTS1;2012;0.441860465
Phycis blennoides;SWC-IBTS1;2013;4.058536585
Phycis blennoides;SWC-IBTS1;2014;1.243243243
Phycis blennoides;SWC-IBTS1;2015;1.125
Phycis blennoides;SWC-IBTS1;2016;0.208333333
Phycis blennoides;SWC-IBTS1;2017;0
Phycis blennoides;SWC-IBTS1;2018;0.28125
Phycis blennoides;SWC-IBTS4;1990;0.055555556
Phycis blennoides;SWC-IBTS4;1991;0.033333333
Phycis blennoides;SWC-IBTS4;1992;0.09375
Phycis blennoides;SWC-IBTS4;1992;1
Phycis blennoides;SWC-IBTS4;1993;0.066666667
Phycis blennoides;SWC-IBTS4;1994;0.615384615
Phycis blennoides;SWC-IBTS4;1995;0.4
Phycis blennoides;SWC-IBTS4;1996;0.105263158
Phycis blennoides;SWC-IBTS4;1997;0.717391304
Phycis blennoides;SWC-IBTS4;1998;0.333333333
Phycis blennoides;SWC-IBTS4;1999;1.1
Phycis blennoides;SWC-IBTS4;2000;2.888888889
Phycis blennoides;SWC-IBTS4;2001;2.25
Phycis blennoides;SWC-IBTS4;2002;1.885154062
Phycis blennoides;SWC-IBTS4;2003;2.827586207
Phycis blennoides;SWC-IBTS4;2004;1.423076923
Phycis blennoides;SWC-IBTS4;2005;1.033333333
Phycis blennoides;SWC-IBTS4;2006;0.392857143
Phycis blennoides;SWC-IBTS4;2007;0.647058824
Phycis blennoides;SWC-IBTS4;2008;0.333333333
Phycis blennoides;SWC-IBTS4;2009;0.470588235
Phycis blennoides;SWC-IBTS4;2011;1.828828829
Phycis blennoides;SWC-IBTS4;2012;8.939655172
Phycis blennoides;SWC-IBTS4;2014;2.466666667
Phycis blennoides;SWC-IBTS4;2015;1.592592593
Phycis blennoides;SWC-IBTS4;2016;0.384615385
Phycis blennoides;SWC-IBTS4;2017;1.24
Phycis blennoides;SWC-IBTS4;2018;0.980383458
Raja brachyura;BTS;1996;0.065972222
Raja brachyura;BTS;1997;1.50617284
Raja brachyura;BTS;1998;0.105527638
Raja brachyura;BTS;1999;0.16665724
Raja brachyura;BTS;2000;0.178147635
Raja brachyura;BTS;2001;0.096212121
Raja brachyura;BTS;2002;0.110751993
Raja brachyura;BTS;2003;0.135503876
Raja brachyura;BTS;2004;0.222416792
Raja brachyura;BTS;2005;0.154421769
Raja brachyura;BTS;2006;0.150693202
Raja brachyura;BTS;2007;0.113149847
Raja brachyura;BTS;2008;0.164345525
Raja brachyura;BTS;2009;0.200430637
Raja brachyura;BTS;2010;0.212536504
Raja brachyura;BTS;2011;0.178370662
Raja brachyura;BTS;2012;0.207288126
Raja brachyura;BTS;2013;0.258781912
Raja brachyura;BTS;2014;0.270641192
Raja brachyura;BTS;2015;0.181853454
Raja brachyura;BTS;2016;0.308236393
Raja brachyura;BTS;2017;0.349370852
Raja brachyura;BTS;2018;0.283815239
Raja brachyura;EVHOE;1997;0.104761905
Raja brachyura;EVHOE;1998;0
Raja brachyura;EVHOE;1999;0
Raja brachyura;EVHOE;2000;0
Raja brachyura;EVHOE;2001;0.04398827
Raja brachyura;EVHOE;2002;0.057471264
Raja brachyura;EVHOE;2003;0.066666667
Raja brachyura;EVHOE;2004;0.246583851
Raja brachyura;EVHOE;2005;0.096880131
Raja brachyura;EVHOE;2006;0
Raja brachyura;EVHOE;2007;0.196774194
Raja brachyura;EVHOE;2008;0.090909091
Raja brachyura;EVHOE;2009;0.470588235
Raja brachyura;EVHOE;2010;0.121703854
Raja brachyura;EVHOE;2011;0.291666667
Raja brachyura;EVHOE;2012;0.191284663
Raja brachyura;EVHOE;2013;0
Raja brachyura;EVHOE;2014;0.092592593
Raja brachyura;EVHOE;2015;0.056710775
Raja brachyura;EVHOE;2016;0.314423433
Raja brachyura;FR-CGFS;1988;0
Raja brachyura;FR-CGFS;1989;0.103448276
Raja brachyura;FR-CGFS;1990;0.013888889
Raja brachyura;FR-CGFS;1991;0
Raja brachyura;FR-CGFS;1992;0
Raja brachyura;FR-CGFS;1993;0
Raja brachyura;FR-CGFS;1994;0.046511628
Raja brachyura;FR-CGFS;1995;0.057613169
Raja brachyura;FR-CGFS;1996;0
Raja brachyura;FR-CGFS;1997;0.028915663
Raja brachyura;FR-CGFS;1998;0.038961039
Raja brachyura;FR-CGFS;1999;0.031578947
Raja brachyura;FR-CGFS;2000;0.05393617
Raja brachyura;FR-CGFS;2001;0.02970297
Raja brachyura;FR-CGFS;2002;0.096842105
Raja brachyura;FR-CGFS;2003;0.081521739
Raja brachyura;FR-CGFS;2004;0.063218391
Raja brachyura;FR-CGFS;2005;0
Raja brachyura;FR-CGFS;2006;0.067744108
Raja brachyura;FR-CGFS;2007;0.095238095
Raja brachyura;FR-CGFS;2008;0.010309278
Raja brachyura;FR-CGFS;2009;0.056842105
Raja brachyura;FR-CGFS;2010;0.012195122
Raja brachyura;FR-CGFS;2011;0.089208333
Raja brachyura;FR-CGFS;2012;0.113800058
Raja brachyura;FR-CGFS;2013;0.10989011
Raja brachyura;FR-CGFS;2014;0.289461248
Raja brachyura;FR-CGFS;2015;0.216821329
Raja brachyura;FR-CGFS;2016;0.205229955
Raja brachyura;FR-CGFS;2017;0.537179487
Raja brachyura;FR-CGFS;2018;0.330985916
Raja brachyura;NIGFS;2006;0
Raja brachyura;NIGFS;2007;0
Raja brachyura;NIGFS;2008;0.1125
Raja brachyura;NIGFS;2009;0.376202332
Raja brachyura;NIGFS;2010;0.305328087
Raja brachyura;NIGFS;2011;0.416580702
Raja brachyura;NIGFS;2012;0.29793757
Raja brachyura;NIGFS;2013;0.468779871
Raja brachyura;NIGFS;2014;0.357861635
Raja brachyura;NIGFS;2015;0.38706063
Raja brachyura;NIGFS;2016;0
Raja brachyura;NS-IBTS1;1965;0
Raja brachyura;NS-IBTS1;1966;0
Raja brachyura;NS-IBTS1;1967;0
Raja brachyura;NS-IBTS1;1968;0
Raja brachyura;NS-IBTS1;1969;0.105263158
Raja brachyura;NS-IBTS1;1970;0
Raja brachyura;NS-IBTS1;1971;0
Raja brachyura;NS-IBTS1;1972;0.014285714
Raja brachyura;NS-IBTS1;1973;0
Raja brachyura;NS-IBTS1;1974;0.176470588
Raja brachyura;NS-IBTS1;1975;0
Raja brachyura;NS-IBTS1;1976;0
Raja brachyura;NS-IBTS1;1977;0
Raja brachyura;NS-IBTS1;1978;0
Raja brachyura;NS-IBTS1;1979;0.019230769
Raja brachyura;NS-IBTS1;1980;0
Raja brachyura;NS-IBTS1;1981;0
Raja brachyura;NS-IBTS1;1982;0.0875
Raja brachyura;NS-IBTS1;1983;0.018867925
Raja brachyura;NS-IBTS1;1984;0.109090909
Raja brachyura;NS-IBTS1;1985;0
Raja brachyura;NS-IBTS1;1986;0
Raja brachyura;NS-IBTS1;1987;0
Raja brachyura;NS-IBTS1;1988;0
Raja brachyura;NS-IBTS1;1989;0.037037037
Raja brachyura;NS-IBTS1;1990;0
Raja brachyura;NS-IBTS1;1991;0
Raja brachyura;NS-IBTS1;1992;0.231481482
Raja brachyura;NS-IBTS1;1993;0.085714286
Raja brachyura;NS-IBTS1;1994;0
Raja brachyura;NS-IBTS1;1995;0.022727273
Raja brachyura;NS-IBTS1;1996;0.020408163
Raja brachyura;NS-IBTS1;1997;0.020408163
Raja brachyura;NS-IBTS1;1998;0.008928571
Raja brachyura;NS-IBTS1;1999;0.038461539
Raja brachyura;NS-IBTS1;2000;0
Raja brachyura;NS-IBTS1;2001;0
Raja brachyura;NS-IBTS1;2002;0
Raja brachyura;NS-IBTS1;2003;0.043478261
Raja brachyura;NS-IBTS1;2004;0
Raja brachyura;NS-IBTS1;2005;0.017857143
Raja brachyura;NS-IBTS1;2006;0.05
Raja brachyura;NS-IBTS1;2007;0.172413793
Raja brachyura;NS-IBTS1;2008;0.265536723
Raja brachyura;NS-IBTS1;2009;0.132467533
Raja brachyura;NS-IBTS1;2010;0.174863388
Raja brachyura;NS-IBTS1;2011;0.074941452
Raja brachyura;NS-IBTS1;2012;0.25862069
Raja brachyura;NS-IBTS1;2013;0.389830509
Raja brachyura;NS-IBTS1;2014;0.789534722
Raja brachyura;NS-IBTS1;2015;0.173563218
Raja brachyura;NS-IBTS1;2016;0.158263305
Raja brachyura;NS-IBTS1;2017;0.251231527
Raja brachyura;NS-IBTS1;2018;0.532312925
Raja brachyura;PT-IBTS;2002;0.166666667
Raja brachyura;PT-IBTS;2003;0.622807018
Raja brachyura;PT-IBTS;2004;0.078125
Raja brachyura;PT-IBTS;2005;0.014492754
Raja brachyura;PT-IBTS;2006;0.015151515
Raja brachyura;PT-IBTS;2007;0.026666667
Raja brachyura;PT-IBTS;2008;0.044117647
Raja brachyura;PT-IBTS;2009;0.013333333
Raja brachyura;PT-IBTS;2010;0
Raja brachyura;PT-IBTS;2011;0
Raja brachyura;PT-IBTS;2013;0.052631579
Raja brachyura;PT-IBTS;2014;0
Raja brachyura;PT-IBTS;2015;0.0625
Raja brachyura;PT-IBTS;2016;0.014925373
Raja brachyura;PT-IBTS;2017;0.571428571
Raja brachyura;SWC-IBTS1;1985;0.295918367
Raja brachyura;SWC-IBTS1;1986;0.033333333
Raja brachyura;SWC-IBTS1;1987;0.042857143
Raja brachyura;SWC-IBTS1;1988;0.775
Raja brachyura;SWC-IBTS1;1989;0.03125
Raja brachyura;SWC-IBTS1;1990;0
Raja brachyura;SWC-IBTS1;1991;0
Raja brachyura;SWC-IBTS1;1992;0.048387097
Raja brachyura;SWC-IBTS1;1993;0
Raja brachyura;SWC-IBTS1;1994;0.012820513
Raja brachyura;SWC-IBTS1;1995;0.012820513
Raja brachyura;SWC-IBTS1;1996;0.15625
Raja brachyura;SWC-IBTS1;1997;0.042857143
Raja brachyura;SWC-IBTS1;1998;0.014705882
Raja brachyura;SWC-IBTS1;1999;0
Raja brachyura;SWC-IBTS1;2000;0.066666667
Raja brachyura;SWC-IBTS1;2001;0.055555556
Raja brachyura;SWC-IBTS1;2002;0.028571429
Raja brachyura;SWC-IBTS1;2003;0.11627907
Raja brachyura;SWC-IBTS1;2004;0.105263158
Raja brachyura;SWC-IBTS1;2005;0
Raja brachyura;SWC-IBTS1;2006;0.022727273
Raja brachyura;SWC-IBTS1;2007;0
Raja brachyura;SWC-IBTS1;2008;0.043478261
Raja brachyura;SWC-IBTS1;2009;0
Raja brachyura;SWC-IBTS1;2010;0.042553192
Raja brachyura;SWC-IBTS1;2011;0
Raja brachyura;SWC-IBTS1;2012;0.144230769
Raja brachyura;SWC-IBTS1;2013;0.019607843
Raja brachyura;SWC-IBTS1;2014;0.159259259
Raja brachyura;SWC-IBTS1;2015;0.187943262
Raja brachyura;SWC-IBTS1;2016;0.238798701
Raja brachyura;SWC-IBTS1;2017;0
Raja brachyura;SWC-IBTS1;2018;0.101449275
Raja brachyura;SWC-IBTS4;1990;0.695652174
Raja brachyura;SWC-IBTS4;1991;0.981481482
Raja brachyura;SWC-IBTS4;1992;0.26
Raja brachyura;SWC-IBTS4;1993;0.653846154
Raja brachyura;SWC-IBTS4;1994;0.794117647
Raja brachyura;SWC-IBTS4;1995;0.113636364
Raja brachyura;SWC-IBTS4;1996;0
Raja brachyura;SWC-IBTS4;1997;0.111111111
Raja brachyura;SWC-IBTS4;1998;0.111111111
Raja brachyura;SWC-IBTS4;1999;0.111111111
Raja brachyura;SWC-IBTS4;2000;0.171428571
Raja brachyura;SWC-IBTS4;2001;0.032258065
Raja brachyura;SWC-IBTS4;2002;0.162601626
Raja brachyura;SWC-IBTS4;2003;0.029411765
Raja brachyura;SWC-IBTS4;2004;0.02631579
Raja brachyura;SWC-IBTS4;2005;0.218181818
Raja brachyura;SWC-IBTS4;2006;0.0875
Raja brachyura;SWC-IBTS4;2007;0.021276596
Raja brachyura;SWC-IBTS4;2008;0.025641026
Raja brachyura;SWC-IBTS4;2009;0.044444444
Raja brachyura;SWC-IBTS4;2011;0.1
Raja brachyura;SWC-IBTS4;2012;0.103448276
Raja brachyura;SWC-IBTS4;2014;0.153846154
Raja brachyura;SWC-IBTS4;2015;0.471666667
Raja brachyura;SWC-IBTS4;2016;0.33125
Raja brachyura;SWC-IBTS4;2017;0.173333333
Raja brachyura;SWC-IBTS4;2018;0.223214286
Raja clavata;BTS;1996;0.812324819
Raja clavata;BTS;1997;2.57050849
Raja clavata;BTS;1998;0.761709257
Raja clavata;BTS;1999;0.869684166
Raja clavata;BTS;2000;0.805194064
Raja clavata;BTS;2001;1.010421337
Raja clavata;BTS;2002;0.765073287
Raja clavata;BTS;2003;0.951704796
Raja clavata;BTS;2004;1.009871053
Raja clavata;BTS;2005;0.773438121
Raja clavata;BTS;2006;1.144911218
Raja clavata;BTS;2007;1.019756044
Raja clavata;BTS;2008;1.128556711
Raja clavata;BTS;2009;1.145048608
Raja clavata;BTS;2010;1.53179528
Raja clavata;BTS;2011;1.708424333
Raja clavata;BTS;2012;1.602326112
Raja clavata;BTS;2013;2.156706364
Raja clavata;BTS;2014;2.846090624
Raja clavata;BTS;2015;2.328342123
Raja clavata;BTS;2016;2.720818974
Raja clavata;BTS;2017;3.331015167
Raja clavata;BTS;2018;3.2487438
Raja clavata;BTSVIII;2011;0.124739692
Raja clavata;BTSVIII;2012;0.133886054
Raja clavata;BTSVIII;2013;0.077639752
Raja clavata;BTSVIII;2014;0.210565476
Raja clavata;BTSVIII;2015;0.190286725
Raja clavata;BTSVIII;2016;0
Raja clavata;BTSVIII;2017;0.083056478
Raja clavata;EVHOE;1997;0.263210364
Raja clavata;EVHOE;1998;0.257609581
Raja clavata;EVHOE;1999;0.189363843
Raja clavata;EVHOE;2000;0.112022097
Raja clavata;EVHOE;2001;0.38914073
Raja clavata;EVHOE;2002;0.282254537
Raja clavata;EVHOE;2003;0.053763441
Raja clavata;EVHOE;2004;0.208038158
Raja clavata;EVHOE;2005;0.210178198
Raja clavata;EVHOE;2006;0.182418491
Raja clavata;EVHOE;2007;0.252870765
Raja clavata;EVHOE;2008;0.472771837
Raja clavata;EVHOE;2009;0.10130719
Raja clavata;EVHOE;2010;0.163954196
Raja clavata;EVHOE;2011;0.185746397
Raja clavata;EVHOE;2012;0.219804667
Raja clavata;EVHOE;2013;0.218641998
Raja clavata;EVHOE;2014;0.191251455
Raja clavata;EVHOE;2015;0.139192478
Raja clavata;EVHOE;2016;0.573810358
Raja clavata;FR-CGFS;1988;1.565298508
Raja clavata;FR-CGFS;1989;1.98425
Raja clavata;FR-CGFS;1990;0.863108108
Raja clavata;FR-CGFS;1991;0.432583333
Raja clavata;FR-CGFS;1992;0.526365348
Raja clavata;FR-CGFS;1993;0.533854167
Raja clavata;FR-CGFS;1994;0.486590038
Raja clavata;FR-CGFS;1995;0.462574751
Raja clavata;FR-CGFS;1996;0.519398907
Raja clavata;FR-CGFS;1997;0.849655373
Raja clavata;FR-CGFS;1998;0.543035514
Raja clavata;FR-CGFS;1999;0.70746732
Raja clavata;FR-CGFS;2000;0.632432083
Raja clavata;FR-CGFS;2001;0.506241119
Raja clavata;FR-CGFS;2002;0.816326531
Raja clavata;FR-CGFS;2003;0.984542822
Raja clavata;FR-CGFS;2004;0.682506931
Raja clavata;FR-CGFS;2005;1.163145765
Raja clavata;FR-CGFS;2006;0.795198551
Raja clavata;FR-CGFS;2007;1.038401722
Raja clavata;FR-CGFS;2008;1.242892223
Raja clavata;FR-CGFS;2009;1.075964672
Raja clavata;FR-CGFS;2010;0.936811128
Raja clavata;FR-CGFS;2011;0.979354225
Raja clavata;FR-CGFS;2012;1.728083187
Raja clavata;FR-CGFS;2013;2.10416828
Raja clavata;FR-CGFS;2014;3.021927378
Raja clavata;FR-CGFS;2015;3.760178618
Raja clavata;FR-CGFS;2016;5.002326976
Raja clavata;FR-CGFS;2017;3.781435886
Raja clavata;FR-CGFS;2018;5.702917004
Raja clavata;NIGFS;2006;0
Raja clavata;NIGFS;2007;0
Raja clavata;NIGFS;2008;0.330913966
Raja clavata;NIGFS;2009;0.97904137
Raja clavata;NIGFS;2010;1.041879057
Raja clavata;NIGFS;2011;0.645705971
Raja clavata;NIGFS;2012;0.61942224
Raja clavata;NIGFS;2013;1.064986916
Raja clavata;NIGFS;2014;1.373943749
Raja clavata;NIGFS;2015;2.882129313
Raja clavata;NIGFS;2016;2.875652167
Raja clavata;NIGFS;2017;6.357709927
Raja clavata;NS-IBTS1;1965;0
Raja clavata;NS-IBTS1;1966;0
Raja clavata;NS-IBTS1;1967;0
Raja clavata;NS-IBTS1;1968;0.403617571
Raja clavata;NS-IBTS1;1969;0.130735931
Raja clavata;NS-IBTS1;1970;0.313142857
Raja clavata;NS-IBTS1;1971;0.090053763
Raja clavata;NS-IBTS1;1972;0.057803468
Raja clavata;NS-IBTS1;1973;0.079096045
Raja clavata;NS-IBTS1;1974;0.256756757
Raja clavata;NS-IBTS1;1975;0.175732218
Raja clavata;NS-IBTS1;1976;0.479545455
Raja clavata;NS-IBTS1;1977;0.124125874
Raja clavata;NS-IBTS1;1978;0.325301205
Raja clavata;NS-IBTS1;1979;0.32111437
Raja clavata;NS-IBTS1;1980;0.18488746
Raja clavata;NS-IBTS1;1981;0.362007169
Raja clavata;NS-IBTS1;1982;0.193415638
Raja clavata;NS-IBTS1;1983;0.715210356
Raja clavata;NS-IBTS1;1984;0.462349398
Raja clavata;NS-IBTS1;1985;0.1175
Raja clavata;NS-IBTS1;1986;0.227848101
Raja clavata;NS-IBTS1;1987;0.759305211
Raja clavata;NS-IBTS1;1988;0.110803324
Raja clavata;NS-IBTS1;1989;0.280748663
Raja clavata;NS-IBTS1;1990;0.21958457
Raja clavata;NS-IBTS1;1991;7.843915344
Raja clavata;NS-IBTS1;1992;0.516975309
Raja clavata;NS-IBTS1;1993;0.163551402
Raja clavata;NS-IBTS1;1994;0.1734375
Raja clavata;NS-IBTS1;1995;0.042517007
Raja clavata;NS-IBTS1;1996;0.155709343
Raja clavata;NS-IBTS1;1997;0.533762058
Raja clavata;NS-IBTS1;1998;0.350591716
Raja clavata;NS-IBTS1;1999;0.125
Raja clavata;NS-IBTS1;2000;0.23752495
Raja clavata;NS-IBTS1;2001;0.21371335
Raja clavata;NS-IBTS1;2002;0.319909477
Raja clavata;NS-IBTS1;2003;0.282252416
Raja clavata;NS-IBTS1;2004;0.119891703
Raja clavata;NS-IBTS1;2005;0.248397177
Raja clavata;NS-IBTS1;2006;0.184085297
Raja clavata;NS-IBTS1;2007;0.1514377
Raja clavata;NS-IBTS1;2008;0.305369135
Raja clavata;NS-IBTS1;2009;0.480079712
Raja clavata;NS-IBTS1;2010;0.331772954
Raja clavata;NS-IBTS1;2011;0.054930006
Raja clavata;NS-IBTS1;2012;0.731728143
Raja clavata;NS-IBTS1;2013;0.265845075
Raja clavata;NS-IBTS1;2014;0.454275216
Raja clavata;NS-IBTS1;2015;0.431544448
Raja clavata;NS-IBTS1;2016;0.377085626
Raja clavata;NS-IBTS1;2017;0.542135601
Raja clavata;NS-IBTS1;2018;0.261614723
Raja clavata;NS-IBTS3;1991;0.135383153
Raja clavata;NS-IBTS3;1992;0.288519638
Raja clavata;NS-IBTS3;1993;0.272384035
Raja clavata;NS-IBTS3;1994;0.031021898
Raja clavata;NS-IBTS3;1995;0.004424779
Raja clavata;NS-IBTS3;1996;0.208041958
Raja clavata;NS-IBTS3;1997;0.048550725
Raja clavata;NS-IBTS3;1998;0.007968128
Raja clavata;NS-IBTS3;1999;0.019817073
Raja clavata;NS-IBTS3;2000;0.010169492
Raja clavata;NS-IBTS3;2001;0.024045262
Raja clavata;NS-IBTS3;2002;0.081665891
Raja clavata;NS-IBTS3;2003;0.010204082
Raja clavata;NS-IBTS3;2004;0.017645161
Raja clavata;NS-IBTS3;2005;0.00990099
Raja clavata;NS-IBTS3;2006;0.070469799
Raja clavata;NS-IBTS3;2007;0.028619638
Raja clavata;NS-IBTS3;2008;0.094930773
Raja clavata;NS-IBTS3;2009;0.093729998
Raja clavata;NS-IBTS3;2010;0.18148149
Raja clavata;NS-IBTS3;2011;0.042762498
Raja clavata;NS-IBTS3;2012;0.086358244
Raja clavata;NS-IBTS3;2013;0.235238095
Raja clavata;NS-IBTS3;2014;0.213139161
Raja clavata;NS-IBTS3;2015;0.522775715
Raja clavata;NS-IBTS3;2016;0.505812966
Raja clavata;NS-IBTS3;2017;0.10625711
Raja clavata;NS-IBTS3;2018;0.266228853
Raja clavata;PT-IBTS;2002;0.131147541
Raja clavata;PT-IBTS;2003;3.713235294
Raja clavata;PT-IBTS;2004;3.287671233
Raja clavata;PT-IBTS;2005;0.365853659
Raja clavata;PT-IBTS;2006;0.125
Raja clavata;PT-IBTS;2007;0.494252874
Raja clavata;PT-IBTS;2008;0.224358974
Raja clavata;PT-IBTS;2009;0.545977012
Raja clavata;PT-IBTS;2010;0.2375
Raja clavata;PT-IBTS;2011;0.595519481
Raja clavata;PT-IBTS;2013;0.403333333
Raja clavata;PT-IBTS;2014;0.345070423
Raja clavata;PT-IBTS;2015;0.55952381
Raja clavata;PT-IBTS;2016;0.4925
Raja clavata;PT-IBTS;2017;0.696445783
Raja clavata;ROCKALL;1999;0.175675676
Raja clavata;ROCKALL;2001;0
Raja clavata;ROCKALL;2002;0.038461539
Raja clavata;ROCKALL;2003;0.01754386
Raja clavata;ROCKALL;2005;0.057142857
Raja clavata;ROCKALL;2006;0.064516129
Raja clavata;ROCKALL;2007;0.075
Raja clavata;ROCKALL;2008;0.117647059
Raja clavata;ROCKALL;2009;0.02631579
Raja clavata;ROCKALL;2011;0.18018018
Raja clavata;ROCKALL;2012;0.246666667
Raja clavata;ROCKALL;2013;1.00694914
Raja clavata;ROCKALL;2014;0.482437276
Raja clavata;ROCKALL;2015;0.184210526
Raja clavata;ROCKALL;2016;0.425438597
Raja clavata;ROCKALL;2017;2.364393939
Raja clavata;ROCKALL;2018;0.321428571
Raja clavata;SP-ARSA;1996;0.180555556
Raja clavata;SP-ARSA;2000;0.076923077
Raja clavata;SP-ARSA;2001;0.162068966
Raja clavata;SP-ARSA;2002;0.018518519
Raja clavata;SP-ARSA;2003;0
Raja clavata;SP-ARSA;2004;0.020833333
Raja clavata;SP-ARSA;2005;0.043478261
Raja clavata;SP-ARSA;2006;0
Raja clavata;SP-ARSA;2007;0.269293925
Raja clavata;SP-ARSA;2008;0.400829082
Raja clavata;SP-ARSA;2009;0.264169861
Raja clavata;SP-ARSA;2010;0.562262938
Raja clavata;SP-ARSA;2011;0.515957374
Raja clavata;SP-ARSA;2012;0.356
Raja clavata;SP-ARSA;2013;1.012294605
Raja clavata;SP-ARSA;2014;0.452533767
Raja clavata;SP-ARSA;2015;0.889836466
Raja clavata;SP-ARSA;2016;0.764579821
Raja clavata;SP-ARSA;2017;0.934347023
Raja clavata;SP-ARSA;2018;0.631647724
Raja clavata;SP-NORTH;1990;0.440369653
Raja clavata;SP-NORTH;1991;0.254250533
Raja clavata;SP-NORTH;1992;0.251834029
Raja clavata;SP-NORTH;1994;0.28405675
Raja clavata;SP-NORTH;1997;0.518275734
Raja clavata;SP-NORTH;2001;1.35373618
Raja clavata;SP-NORTH;2002;0.593289187
Raja clavata;SP-NORTH;2003;0.810805496
Raja clavata;SP-NORTH;2004;0.878821083
Raja clavata;SP-NORTH;2005;1.249427015
Raja clavata;SP-NORTH;2006;1.235473376
Raja clavata;SP-NORTH;2007;1.729896497
Raja clavata;SP-NORTH;2008;0.995788567
Raja clavata;SP-NORTH;2009;1.156125126
Raja clavata;SP-NORTH;2010;1.082848656
Raja clavata;SP-NORTH;2011;1.593881277
Raja clavata;SP-NORTH;2012;2.227147965
Raja clavata;SP-NORTH;2013;3.675274204
Raja clavata;SP-NORTH;2014;1.827086181
Raja clavata;SP-NORTH;2015;2.306738361
Raja clavata;SP-NORTH;2016;1.958454731
Raja clavata;SP-NORTH;2017;2.672102169
Raja clavata;SP-NORTH;2018;2.282727374
Raja clavata;SWC-IBTS1;1985;0.37037037
Raja clavata;SWC-IBTS1;1986;0.617647059
Raja clavata;SWC-IBTS1;1987;0.478968254
Raja clavata;SWC-IBTS1;1988;0.590909091
Raja clavata;SWC-IBTS1;1989;0.189189189
Raja clavata;SWC-IBTS1;1990;0.141025641
Raja clavata;SWC-IBTS1;1991;0.143617021
Raja clavata;SWC-IBTS1;1992;0.68837646
Raja clavata;SWC-IBTS1;1993;0.627638889
Raja clavata;SWC-IBTS1;1994;0.260465116
Raja clavata;SWC-IBTS1;1995;0.321904762
Raja clavata;SWC-IBTS1;1996;0.340136054
Raja clavata;SWC-IBTS1;1997;0.276515152
Raja clavata;SWC-IBTS1;1998;0.302083333
Raja clavata;SWC-IBTS1;1999;0.424404762
Raja clavata;SWC-IBTS1;2000;0.752723312
Raja clavata;SWC-IBTS1;2001;0.253968254
Raja clavata;SWC-IBTS1;2002;1.209406995
Raja clavata;SWC-IBTS1;2003;0.66293455
Raja clavata;SWC-IBTS1;2004;0.762790698
Raja clavata;SWC-IBTS1;2005;0.491511387
Raja clavata;SWC-IBTS1;2006;0.505882353
Raja clavata;SWC-IBTS1;2007;0.301129944
Raja clavata;SWC-IBTS1;2008;0.518181818
Raja clavata;SWC-IBTS1;2009;0.64
Raja clavata;SWC-IBTS1;2010;0.347527473
Raja clavata;SWC-IBTS1;2011;0.720238095
Raja clavata;SWC-IBTS1;2012;1.110457251
Raja clavata;SWC-IBTS1;2013;1.055193422
Raja clavata;SWC-IBTS1;2014;1.911480043
Raja clavata;SWC-IBTS1;2015;1.245232639
Raja clavata;SWC-IBTS1;2016;1.450869727
Raja clavata;SWC-IBTS1;2017;0.62755102
Raja clavata;SWC-IBTS1;2018;1.614995421
Raja clavata;SWC-IBTS4;1990;0.456521739
Raja clavata;SWC-IBTS4;1991;0.02
Raja clavata;SWC-IBTS4;1992;0
Raja clavata;SWC-IBTS4;1993;0.302469136
Raja clavata;SWC-IBTS4;1994;0.2
Raja clavata;SWC-IBTS4;1995;1.167559524
Raja clavata;SWC-IBTS4;1996;0.655238095
Raja clavata;SWC-IBTS4;1997;0.406984127
Raja clavata;SWC-IBTS4;1998;0.841954023
Raja clavata;SWC-IBTS4;1999;1.085135135
Raja clavata;SWC-IBTS4;2000;0.734146342
Raja clavata;SWC-IBTS4;2001;0.75
Raja clavata;SWC-IBTS4;2002;0.655
Raja clavata;SWC-IBTS4;2003;0.96101774
Raja clavata;SWC-IBTS4;2004;0.795555556
Raja clavata;SWC-IBTS4;2005;0.921052632
Raja clavata;SWC-IBTS4;2006;0.936322188
Raja clavata;SWC-IBTS4;2007;0.641071429
Raja clavata;SWC-IBTS4;2008;0.822222222
Raja clavata;SWC-IBTS4;2009;0.601212121
Raja clavata;SWC-IBTS4;2011;1.953339665
Raja clavata;SWC-IBTS4;2012;1.664399093
Raja clavata;SWC-IBTS4;2014;0.987330317
Raja clavata;SWC-IBTS4;2015;1.50501628
Raja clavata;SWC-IBTS4;2016;2.042524668
Raja clavata;SWC-IBTS4;2017;1.753215769
Raja clavata;SWC-IBTS4;2018;2.033400222
Raja microocellata;BTS;1996;0.162393162
Raja microocellata;BTS;1997;1.865217391
Raja microocellata;BTS;1998;0.463916283
Raja microocellata;BTS;1999;0.42957958
Raja microocellata;BTS;2000;0.258421517
Raja microocellata;BTS;2001;0.254452926
Raja microocellata;BTS;2002;0.251140723
Raja microocellata;BTS;2003;0.251293103
Raja microocellata;BTS;2004;0.383073858
Raja microocellata;BTS;2005;0.252564103
Raja microocellata;BTS;2006;0.309116179
